County,County,State,T_TTL_EST1,T_TTL_MOE1,T_5_17y_TTL_EST2,T_5_17y_TTL_MOE2,T_5_17y_SpOEng_TTL_EST3,T_5_17y_SpOEng_TTL_MOE3,T_5_17y_SpSpan_TTL_EST4,T_5_17y_SpSpan_TTL_MOE4,T_5_17y_SpSpan_SpEngVW_TTL_EST5,T_5_17y_SpSpan_SpEngVW_TTL_MOE5,T_5_17y_SpSpan_SpEngW_TTL_EST6,T_5_17y_SpSpan_SpEngW_TTL_MOE6,T_5_17y_SpSpan_SpEngNoW_TTL_EST7,T_5_17y_SpSpan_SpEngNoW_TTL_MOE7,T_5_17y_SpSpan_SpEngNoA_TTL_EST8,T_5_17y_SpSpan_SpEngNoA_TTL_MOE8,T_5_17y_SpOIEL_TTL_EST9,T_5_17y_SpOIEL_TTL_MOE9,T_5_17y_SpOIEL_SpEngVW_TTL_EST10,T_5_17y_SpOIEL_SpEngVW_TTL_MOE10,T_5_17y_SpOIEL_SpEngW_TTL_EST11,T_5_17y_SpOIEL_SpEngW_TTL_MOE11,T_5_17y_SpOIEL_SpEngNoW_TTL_EST12,T_5_17y_SpOIEL_SpEngNoW_TTL_MOE12,T_5_17y_SpOIEL_SpEngNoA_TTL_EST13,T_5_17y_SpOIEL_SpEngNoA_TTL_MOE13,T_5_17y_SpAPIL_TTL_EST14,T_5_17y_SpAPIL_TTL_MOE14,T_5_17y_SpAPIL_SpEngVW_TTL_EST15,T_5_17y_SpAPIL_SpEngVW_TTL_MOE15,T_5_17y_SpAPIL_SpEngW_TTL_EST16,T_5_17y_SpAPIL_SpEngW_TTL_MOE16,T_5_17y_SpAPIL_SpEngNoW_TTL_EST17,T_5_17y_SpAPIL_SpEngNoW_TTL_MOE17,T_5_17y_SpAPIL_SpEngNoA_TTL_EST18,T_5_17y_SpAPIL_SpEngNoA_TTL_MOE18,T_5_17y_SpOthL_TTL_EST19,T_5_17y_SpOthL_TTL_MOE19,T_5_17y_SpOthL_SpEngVW_TTL_EST20,T_5_17y_SpOthL_SpEngVW_TTL_MOE20,T_5_17y_SpOthL_SpEngW_TTL_EST21,T_5_17y_SpOthL_SpEngW_TTL_MOE21,T_5_17y_SpOthL_SpEngNoW_TTL_EST22,T_5_17y_SpOthL_SpEngNoW_TTL_MOE22,T_5_17y_SpOthL_SpEngNoA_TTL_EST23,T_5_17y_SpOthL_SpEngNoA_TTL_MOE23,T_18_64y_TTL_EST24,T_18_64y_TTL_MOE24,T_18_64y_SpOEng_TTL_EST25,T_18_64y_SpOEng_TTL_MOE25,T_18_64y_SpSpan_TTL_EST26,T_18_64y_SpSpan_TTL_MOE26,T_18_64y_SpSpan_SpEngVW_TTL_EST27,T_18_64y_SpSpan_SpEngVW_TTL_MOE27,T_18_64y_SpSpan_SpEngW_TTL_EST28,T_18_64y_SpSpan_SpEngW_TTL_MOE28,T_18_64y_SpSpan_SpEngNoW_TTL_EST29,T_18_64y_SpSpan_SpEngNoW_TTL_MOE29,T_18_64y_SpSpan_SpEngNoA_TTL_EST30,T_18_64y_SpSpan_SpEngNoA_TTL_MOE30,T_18_64y_SpOIEL_SpEngNoW_TTL_EST31,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE31,T_18_64y_SpOIEL_SpEngVW_TTL_EST32,T_18_64y_SpOIEL_SpEngVW_TTL_MOE32,T_18_64y_SpOIEL_SpEngW_TTL_EST33,T_18_64y_SpOIEL_SpEngW_TTL_MOE33,T_18_64y_SpOIEL_SpEngNoW_TTL_EST34,T_18_64y_SpOIEL_SpEngNoW_TTL_MOE34,T_18_64y_SpOIEL_SpEngNoA_TTL_EST35,T_18_64y_SpOIEL_SpEngNoA_TTL_MOE35,T_18_64y_SpAPIL_TTL_EST36,T_18_64y_SpAPIL_TTL_MOE36,T_18_64y_SpAPIL_SpEngVW_TTL_EST37,T_18_64y_SpAPIL_SpEngVW_TTL_MOE37,T_18_64y_SpAPIL_SpEngW_TTL_EST38,T_18_64y_SpAPIL_SpEngW_TTL_MOE38,T_18_64y_SpAPIL_SpEngNoW_TTL_EST39,T_18_64y_SpAPIL_SpEngNoW_TTL_MOE39,T_18_64y_SpAPIL_SpEngNoA_TTL_EST40,T_18_64y_SpAPIL_SpEngNoA_TTL_MOE40,T_18_64y_SpOthL_TTL_EST41,T_18_64y_SpOthL_TTL_MOE41,T_18_64y_SpOthL_SpEngVW_TTL_EST42,T_18_64y_SpOthL_SpEngVW_TTL_MOE42,T_18_64y_SpOthL_SpEngW_TTL_EST43,T_18_64y_SpOthL_SpEngW_TTL_MOE43,T_18_64y_SpOthL_SpEngNoW_TTL_EST44,T_18_64y_SpOthL_SpEngNoW_TTL_MOE44,T_18_64y_SpOthL_SpEngNoA_TTL_EST45,T_18_64y_SpOthL_SpEngNoA_TTL_MOE45,T_65y_TTL_EST46,T_65y_TTL_MOE46,T_65y_SpOEng_TTL_EST47,T_65y_SpOEng_TTL_MOE47,T_65y_SpSpan_TTL_EST48,T_65y_SpSpan_TTL_MOE48,T_65y_SpSpan_SpEngVW_TTL_EST49,T_65y_SpSpan_SpEngVW_TTL_MOE49,T_65y_SpSpan_SpEngW_TTL_EST50,T_65y_SpSpan_SpEngW_TTL_MOE50,T_65y_SpSpan_SpEngNoW_TTL_EST51,T_65y_SpSpan_SpEngNoW_TTL_MOE51,T_65y_SpSpan_SpEngNoA_TTL_EST52,T_65y_SpSpan_SpEngNoA_TTL_MOE52,T_65y_SpOIEL_TTL_EST53,T_65y_SpOIEL_TTL_MOE53,T_65y_SpOIEL_SpEngVW_TTL_EST54,T_65y_SpOIEL_SpEngVW_TTL_MOE54,T_65y_SpOIEL_SpEngW_TTL_EST55,T_65y_SpOIEL_SpEngW_TTL_MOE55,T_65y_SpOIEL_SpEngNoW_TTL_EST56,T_65y_SpOIEL_SpEngNoW_TTL_MOE56,T_65y_SpOIEL_SpEngNoA_TTL_EST57,T_65y_SpOIEL_SpEngNoA_TTL_MOE57,T_65y_SpAPIL_TTL_EST58,T_65y_SpAPIL_TTL_MOE58,T_65y_SpAPIL_SpEngVW_TTL_EST59,T_65y_SpAPIL_SpEngVW_TTL_MOE59,T_65y_SpAPIL_SpEngW_TTL_EST60,T_65y_SpAPIL_SpEngW_TTL_MOE60,T_65y_SpAPIL_SpEngNoW_TTL_EST61,T_65y_SpAPIL_SpEngNoW_TTL_MOE61,T_65y_SpAPIL_SpEngNoA_TTL_EST62,T_65y_SpAPIL_SpEngNoA_TTL_MOE62,T_65y_SpOthL_TTL_EST63,T_65y_SpOthL_TTL_MOE63,T_65y_SpOthL_SpEngVW_TTL_EST64,T_65y_SpOthL_SpEngVW_TTL_MOE64,T_65y_SpOthL_SpEngW_TTL_EST65,T_65y_SpOthL_SpEngW_TTL_MOE65,T_65y_SpOthL_SpEngNoW_TTL_EST66,T_65y_SpOthL_SpEngNoW_TTL_MOE66,T_65y_SpOthL_SpEngNoA_TTL_EST67,T_65y_SpOthL_SpEngNoA_TTL_MOE67,GEOID,ANSICODE,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                               
"Rock Island County, Illinois",Rock Island County, Illinois,10157,±843,1143,±321,1143,±321,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,5323,±514,5182,±516,79,±55,79,±55,0,±28,0,±28,0,±28,44,±41,44,±41,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,18,±19,8,±13,10,±16,0,±28,0,±28,3691,±371,3650,±370,0,±28,0,±28,0,±28,0,±28,0,±28,27,±27,27,±27,0,±28,0,±28,0,±28,14,±24,14,±24,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,17161,424282,1107209786,61633874,427.496,23.797,41.468421,-90.572125
"Rockingham County, New Hampshire",Rockingham County, New Hampshire,53089,"±2,573",7511,±933,7391,±930,60,±54,60,±54,0,±28,0,±28,0,±28,60,±82,60,±82,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,32216,"±1,770",31959,"±1,786",168,±69,141,±61,27,±30,0,±28,0,±28,88,±63,53,±44,35,±37,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,1,±4,1,±4,0,±28,0,±28,0,±28,13362,±898,13259,±894,53,±39,44,±37,9,±14,0,±28,0,±28,50,±38,50,±38,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,33015,873181,1801055122,258626550,695.391,99.856,42.988664,-71.09908
"Rockingham County, North Carolina",Rockingham County, North Carolina,8482,±840,1159,±284,1149,±284,10,±15,0,±31,10,±15,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,4752,±608,4730,±606,12,±17,12,±17,0,±31,0,±31,0,±31,10,±16,10,±16,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,2571,±365,2555,±366,0,±31,0,±31,0,±31,0,±31,0,±31,16,±26,0,±31,0,±31,16,±26,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,37157,1008582,1465006551,18434917,565.642,7.118,36.381806,-79.782754
"Rockingham County, Virginia",Rockingham County, Virginia,8502,±945,1432,±520,1394,±522,0,±31,0,±31,0,±31,0,±31,0,±31,38,±53,38,±53,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,4851,±587,4751,±572,100,±80,72,±66,28,±44,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,2219,±299,2211,±299,8,±13,8,±13,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,51165,1488970,2200954972,10645881,849.794,4.11,38.507585,-78.885321
"Rockland County, New York",Rockland County, New York,7599,±780,942,±255,815,±245,0,±30,0,±30,0,±30,0,±30,0,±30,119,±97,21,±24,15,±24,21,±25,62,±57,0,±30,0,±30,0,±30,0,±30,0,±30,8,±13,8,±13,0,±30,0,±30,0,±30,4322,±561,4141,±550,77,±63,77,±63,0,±30,0,±30,0,±30,91,±53,80,±50,8,±15,3,±6,0,±30,13,±20,13,±20,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,2335,±358,2287,±359,12,±18,12,±18,0,±30,0,±30,0,±30,24,±20,24,±20,0,±30,0,±30,0,±30,12,±18,11,±18,1,±2,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,36087,974142,449840998,66919666,173.685,25.838,41.154628,-74.024662
"Rockwall County, Texas",Rockwall County, Texas,11689,"±1,517",1973,±552,1957,±549,0,±34,0,±34,0,±34,0,±34,0,±34,16,±26,16,±26,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,7067,"±1,017",7032,"±1,022",32,±33,32,±33,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,3,±11,3,±11,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,2649,±437,2548,±448,48,±63,48,±63,0,±34,0,±34,0,±34,53,±57,53,±57,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,0,±34,48397,1383984,329469169,56264592,127.209,21.724,32.899886,-96.41205
"Rogers County, Oklahoma",Rogers County, Oklahoma,8876,±635,1134,±242,1128,±242,6,±9,6,±9,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,5150,±399,5072,±388,12,±13,5,±7,0,±23,7,±11,0,±23,66,±47,48,±30,18,±27,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,2592,±329,2565,±326,13,±13,13,±13,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,14,±22,0,±23,14,±22,0,±23,0,±23,40131,1101853,1750176497,92946097,675.747,35.887,36.377794,-95.601383
"Ross County, Ohio",Ross County, Ohio,7675,±922,1180,±361,1180,±361,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,4750,±618,4722,±611,18,±25,18,±25,0,±29,0,±29,0,±29,10,±17,10,±17,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,1745,±274,1713,±277,9,±12,0,±29,9,±12,0,±29,0,±29,23,±35,23,±35,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,39141,1074083,1784931094,9994410,689.166,3.859,39.323895,-83.059538
"Rowan County, North Carolina",Rowan County, North Carolina,11707,"±1,377",1586,±486,1586,±486,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6891,±950,6865,±952,2,±10,2,±10,0,±31,0,±31,0,±31,24,±32,24,±32,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,3230,±452,3204,±451,26,±26,26,±26,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,37159,1008583,1325062504,31968200,511.61,12.343,35.641355,-80.521721
"Rutherford County, North Carolina",Rutherford County, North Carolina,7584,±930,988,±323,988,±323,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,3981,±595,3932,±595,29,±39,29,±39,0,±31,0,±31,0,±31,15,±21,15,±21,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,5,±10,5,±10,0,±31,0,±31,0,±31,2615,±465,2594,±466,18,±30,18,±30,0,±31,0,±31,0,±31,3,±4,3,±4,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,37161,1008584,1464475269,4693780,565.437,1.812,35.402747,-81.919582
"Rutherford County, Tennessee",Rutherford County, Tennessee,32608,"±2,456",5300,"±1,041",5205,"±1,033",95,±80,95,±80,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,21487,"±1,796",21290,"±1,802",144,±125,144,±125,0,±31,0,±31,0,±31,53,±43,53,±43,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,5821,±592,5791,±595,26,±33,26,±33,0,±31,0,±31,0,±31,4,±8,4,±8,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,47149,1639787,1603892838,12406556,619.267,4.79,35.843369,-86.417213
"Rutland County, Vermont",Rutland County, Vermont,11595,±932,1595,±343,1567,±343,28,±27,13,±16,0,±23,15,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,6320,±635,6195,±636,88,±92,88,±92,0,±23,0,±23,0,±23,35,±29,33,±29,0,±23,2,±3,0,±23,2,±5,2,±5,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,3680,±349,3565,±320,62,±82,59,±82,0,±23,3,±4,0,±23,52,±36,50,±36,2,±3,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,0,±23,1,±2,1,±2,0,±23,0,±23,0,±23,50021,1461767,2410114035,38760900,930.55,14.966,43.612399,-73.060304
"Sacramento County, California",Sacramento County, California,107695,"±3,918",13321,"±1,391",13070,"±1,412",75,±52,75,±52,0,±31,0,±31,0,±31,149,±133,127,±112,22,±31,0,±31,0,±31,27,±29,27,±29,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,64999,"±2,462",63323,"±2,370",803,±230,686,±212,80,±93,37,±50,0,±31,472,±215,449,±212,17,±29,6,±9,0,±31,383,±286,338,±280,45,±66,0,±31,0,±31,18,±20,14,±18,0,±31,4,±7,0,±31,29375,"±1,319",28961,"±1,311",127,±64,120,±62,0,±31,7,±11,0,±31,151,±70,123,±67,24,±26,4,±6,0,±31,136,±181,12,±20,124,±180,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6067,277298,2500063008,75323438,965.28,29.083,38.450136,-121.344329
"Saginaw County, Michigan",Saginaw County, Michigan,14475,"±1,047",1492,±417,1485,±416,0,±26,0,±26,0,±26,0,±26,0,±26,7,±11,0,±26,7,±11,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,8643,±689,8528,±683,31,±26,19,±18,12,±19,0,±26,0,±26,78,±70,78,±70,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,6,±14,6,±14,0,±26,0,±26,0,±26,4340,±446,4305,±442,16,±25,16,±25,0,±26,0,±26,0,±26,19,±18,19,±18,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,0,±26,26145,1623015,2074078765,39262561,800.806,15.159,43.328267,-84.05541
"Salem County, New Jersey",Salem County, New Jersey,7432,±694,1118,±241,1118,±241,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,3919,±494,3911,±494,8,±12,8,±12,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,2395,±291,2386,±289,9,±11,3,±5,6,±10,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,34033,882233,859515222,105389623,331.861,40.691,39.573828,-75.357356
"Saline County, Arkansas",Saline County, Arkansas,14257,"±1,389",1956,±429,1902,±418,0,±30,0,±30,0,±30,0,±30,0,±30,54,±82,54,±82,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,8464,"±1,023",8423,"±1,021",41,±47,41,±47,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,3837,±534,3793,±536,28,±43,0,±30,28,±43,0,±30,0,±30,16,±27,16,±27,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,0,±30,5125,67102,1873898565,17955554,723.516,6.933,34.648525,-92.674463
"Salt Lake County, Utah",Salt Lake County, Utah,235413,"±5,499",45032,"±2,462",43787,"±2,469",774,±349,667,±319,107,±84,0,±29,0,±29,206,±120,172,±108,14,±25,20,±35,0,±29,265,±168,209,±156,56,±71,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,0,±29,147404,"±3,649",142283,"±3,560",3111,±514,2856,±507,188,±94,63,±98,4,±7,1240,±270,1183,±264,57,±48,0,±29,0,±29,737,±202,724,±198,13,±26,0,±29,0,±29,33,±39,25,±37,8,±13,0,±29,0,±29,42977,"±1,557",42076,"±1,538",300,±118,237,±107,39,±55,24,±28,0,±29,439,±98,389,±91,20,±24,30,±27,0,±29,156,±106,156,±106,0,±29,0,±29,0,±29,6,±10,6,±10,0,±29,0,±29,0,±29,49035,1448031,1949876462,136855044,752.852,52.84,40.667883,-111.92424
"San Bernardino County, California",San Bernardino County, California,82093,"±3,082",10387,"±1,071",10154,"±1,079",129,±105,106,±99,23,±35,0,±31,0,±31,15,±23,15,±23,0,±31,0,±31,0,±31,24,±37,24,±37,0,±31,0,±31,0,±31,65,±82,65,±82,0,±31,0,±31,0,±31,48328,"±2,375",47056,"±2,348",864,±264,701,±241,144,±93,19,±26,0,±31,158,±103,158,±103,0,±31,0,±31,0,±31,219,±199,201,±197,18,±27,0,±31,0,±31,31,±39,30,±38,0,±31,0,±31,1,±2,23378,"±1,194",23067,"±1,208",157,±81,142,±81,0,±31,15,±14,0,±31,113,±69,113,±69,0,±31,0,±31,0,±31,31,±37,31,±37,0,±31,0,±31,0,±31,10,±16,10,±16,0,±31,0,±31,0,±31,6071,277300,51976311092,96418406,20068.167,37.227,34.856661,-116.181571
"San Diego County, California",San Diego County, California,211803,"±5,413",25384,"±1,735",23892,"±1,626",924,±289,837,±282,20,±32,67,±61,0,±31,224,±171,216,±169,8,±12,0,±31,0,±31,344,±238,344,±238,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,125315,"±3,821",121626,"±3,796",2777,±422,2457,±368,118,±70,202,±118,0,±31,560,±183,496,±173,50,±50,14,±24,0,±31,343,±136,312,±133,27,±27,4,±6,0,±31,9,±15,9,±15,0,±31,0,±31,0,±31,61104,"±1,664",59666,"±1,607",984,±213,806,±202,103,±70,75,±50,0,±31,404,±106,369,±103,0,±31,35,±32,0,±31,22,±22,14,±18,0,±31,0,±31,8,±12,28,±32,28,±32,0,±31,0,±31,0,±31,6073,277301,10904539456,817287145,4210.266,315.556,33.023604,-116.776117
"San Francisco County, California",San Francisco County, California,45103,"±1,815",3769,±516,3419,±530,161,±172,161,±172,0,±31,0,±31,0,±31,35,±37,35,±37,0,±31,0,±31,0,±31,149,±99,137,±98,7,±13,0,±31,5,±9,5,±8,5,±8,0,±31,0,±31,0,±31,33248,"±1,461",31935,"±1,472",631,±229,631,±229,0,±31,0,±31,0,±31,515,±171,515,±171,0,±31,0,±31,0,±31,167,±98,167,±98,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,8086,±718,7833,±722,154,±86,148,±86,0,±31,6,±10,0,±31,93,±62,93,±62,0,±31,0,±31,0,±31,6,±9,6,±9,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6075,277302,121045788,479608103,46.736,185.178,37.727239,-123.032229
"San Joaquin County, California",San Joaquin County, California,35217,"±2,148",4658,±676,4329,±661,188,±168,154,±166,0,±31,34,±55,0,±31,130,±155,130,±155,0,±31,0,±31,0,±31,11,±23,11,±23,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,19996,"±1,388",19571,"±1,429",176,±112,147,±97,8,±13,21,±35,0,±31,195,±197,195,±197,0,±31,0,±31,0,±31,54,±40,49,±40,5,±8,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,10563,±708,10248,±689,159,±78,152,±78,7,±11,0,±31,0,±31,133,±104,84,±70,49,±73,0,±31,0,±31,12,±16,8,±14,0,±31,4,±8,0,±31,11,±16,11,±16,0,±31,0,±31,0,±31,6077,277303,3605878834,89000661,1392.238,34.363,37.934982,-121.272244
"San Luis Obispo County, California",San Luis Obispo County, California,35827,"±1,771",3832,±673,3643,±672,155,±103,79,±80,76,±58,0,±31,0,±31,20,±35,20,±35,0,±31,0,±31,0,±31,14,±24,14,±24,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,19051,"±1,179",18701,"±1,165",204,±103,170,±101,34,±32,0,±31,0,±31,123,±110,123,±110,0,±31,0,±31,0,±31,23,±31,23,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,12944,±880,12759,±863,131,±190,131,±190,0,±31,0,±31,0,±31,54,±44,54,±44,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6079,277304,8549160509,815630594,3300.849,314.917,35.388189,-120.448897
"San Mateo County, California",San Mateo County, California,42301,"±1,755",5854,±748,5551,±737,146,±114,146,±114,0,±31,0,±31,0,±31,115,±74,115,±74,0,±31,0,±31,0,±31,42,±52,42,±52,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,24662,"±1,339",23736,"±1,313",661,±235,586,±225,61,±57,14,±16,0,±31,219,±94,203,±90,16,±18,0,±31,0,±31,20,±19,20,±19,0,±31,0,±31,0,±31,26,±29,26,±29,0,±31,0,±31,0,±31,11785,±678,11498,±687,186,±96,169,±92,17,±26,0,±31,0,±31,89,±54,89,±54,0,±31,0,±31,0,±31,12,±23,12,±23,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6081,277305,1161882953,757162988,448.606,292.342,37.414672,-122.371546
"Sandoval County, New Mexico",Sandoval County, New Mexico,12349,±948,1595,±394,1485,±387,110,±100,66,±76,0,±31,44,±77,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,6224,±610,6037,±581,184,±140,164,±136,20,±33,0,±31,0,±31,3,±4,3,±4,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,4530,±525,4474,±528,33,±28,26,±23,7,±14,0,±31,0,±31,23,±27,23,±27,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,0,±31,35043,929113,9609358329,10852149,3710.194,4.19,35.685091,-106.883119
"Sangamon County, Illinois",Sangamon County, Illinois,20596,"±1,338",2794,±538,2784,±540,10,±15,10,±15,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,11433,±878,11357,±868,56,±41,53,±40,3,±5,0,±28,0,±28,8,±15,8,±15,0,±28,0,±28,0,±28,12,±18,12,±18,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,6369,±562,6236,±567,56,±56,50,±55,6,±10,0,±28,0,±28,77,±71,71,±71,0,±28,6,±9,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,0,±28,17167,1785010,2248720954,22731649,868.236,8.777,39.756886,-89.662435
